county_id,precinct_code,precinct_name,rvs_total,ballots_total,ballots_blank,yes_47,no_47,over_47,blank_47
25,0738,NEW ALBANY-B,1528,554,0,238,274,0,42
25,0738,NEW ALBANY-B,1528,19,0,4,14,0,1
25,0739,NEW ALBANY-C,1342,264,10,120,127,0,16
25,0739,NEW ALBANY-C,1342,244,0,131,99,0,14
25,0739,NEW ALBANY-C,1342,547,0,220,276,0,51
25,0739,NEW ALBANY-C,1342,13,0,2,9,0,2
25,0740,NEW ALBANY-D,1261,276,16,126,126,0,23
25,0740,NEW ALBANY-D,1261,222,0,115,96,0,11
25,0740,NEW ALBANY-D,1261,484,0,218,235,0,31
25,0740,NEW ALBANY-D,1261,14,1,4,6,0,4
25,0741,NEW ALBANY-E,830,189,6,81,98,0,10
25,0741,NEW ALBANY-E,830,122,0,45,68,0,9
25,0741,NEW ALBANY-E,830,338,0,128,188,0,22
25,0741,NEW ALBANY-E,830,6,0,1,5,0,0
25,0742,NEW ALBANY-F,1616,364,8,161,185,0,18
25,0742,NEW ALBANY-F,1616,358,0,187,157,0,14
25,0742,NEW ALBANY-F,1616,653,0,296,325,0,32
25,0742,NEW ALBANY-F,1616,19,0,12,6,0,1
25,0743,NEW ALBANY-G,869,187,3,67,110,0,10
25,0743,NEW ALBANY-G,869,152,0,93,51,0,8
25,0743,NEW ALBANY-G,869,358,1,163,164,0,31
25,0743,NEW ALBANY-G,869,4,0,2,2,0,0
25,0744,NORWICH-A,856,157,0,54,99,0,4
25,0744,NORWICH-A,856,76,0,36,38,0,2
25,0744,NORWICH-A,856,453,0,173,251,0,29
25,0744,NORWICH-A,856,13,2,7,4,0,2
25,0745,NORWICH-B,840,139,1,61,71,0,7
25,0745,NORWICH-B,840,101,0,54,42,0,5
25,0745,NORWICH-B,840,485,1,233,224,0,28
25,0745,NORWICH-B,840,6,0,2,2,0,2
25,0746,NORWICH-C,769,150,1,68,77,0,5
25,0746,NORWICH-C,769,96,0,42,49,0,5
25,0746,NORWICH-C,769,394,0,176,200,0,18
25,0746,NORWICH-C,769,8,0,5,3,0,0
25,0747,NORWICH-D,548,118,3,55,59,0,4
25,0747,NORWICH-D,548,70,0,33,36,0,1
25,0747,NORWICH-D,548,289,0,116,158,0,15
25,0747,NORWICH-D,548,3,0,3,0,0,0
25,0748,OBETZ-A,1579,154,4,51,96,0,6
25,0748,OBETZ-A,1579,99,0,35,53,0,11
25,0748,OBETZ-A,1579,884,10,273,536,0,75
25,0748,OBETZ-A,1579,30,1,13,16,0,1
25,0749,OBETZ-B,1849,181,4,69,101,0,11
25,0749,OBETZ-B,1849,193,1,113,68,0,12
25,0749,OBETZ-B,1849,845,0,289,486,0,70
25,0749,OBETZ-B,1849,35,2,14,18,0,3
25,0750,OBETZ-C,758,81,5,20,55,0,6
25,0750,OBETZ-C,758,36,0,10,20,0,6
25,0750,OBETZ-C,758,364,0,93,247,0,24
25,0750,OBETZ-C,758,9,2,2,4,0,3
25,0751,PERRY-A,769,198,6,100,87,0,11
25,0751,PERRY-A,769,167,0,90,69,0,8
25,0751,PERRY-A,769,291,0,149,123,0,19
25,0751,PERRY-A,769,6,1,4,1,0,1
25,0752,PERRY-B,909,207,14,86,103,0,17
25,0752,PERRY-B,909,171,0,118,46,0,7
25,0752,PERRY-B,909,409,0,201,188,0,20
25,0752,PERRY-B,909,6,3,1,1,0,4
25,0753,PERRY-C,746,171,2,92,73,0,4
25,0753,PERRY-C,746,176,0,98,71,0,7
25,0753,PERRY-C,746,236,0,115,101,0,20
25,0753,PERRY-C,746,8,0,5,2,0,1
25,0754,PERRY-D,1116,247,4,117,119,0,11
25,0754,PERRY-D,1116,253,0,158,83,0,12
25,0754,PERRY-D,1116,452,0,219,195,0,38
25,0754,PERRY-D,1116,10,1,4,5,0,1
25,0755,PLAIN-A,316,64,0,21,42,0,1
25,0755,PLAIN-A,316,46,0,18,23,0,5
25,0755,PLAIN-A,316,137,0,53,75,0,9
25,0755,PLAIN-A,316,7,2,1,3,0,3
25,0756,PLAIN-B,1147,201,6,77,109,0,15
25,0756,PLAIN-B,1147,160,0,55,100,0,5
25,0756,PLAIN-B,1147,555,0,189,336,0,30
25,0756,PLAIN-B,1147,20,0,12,6,0,2
25,0757,PLEASANT-A,632,124,2,36,85,0,3
25,0757,PLEASANT-A,632,52,0,10,37,0,5
25,0757,PLEASANT-A,632,342,2,65,244,0,33
25,0757,PLEASANT-A,632,7,2,0,5,0,2
25,0758,PLEASANT-B,947,148,4,31,112,0,5
25,0758,PLEASANT-B,947,50,0,13,35,0,2
25,0758,PLEASANT-B,947,504,1,108,353,0,43
25,0758,PLEASANT-B,947,11,0,5,6,0,0
25,0759,PLEASANT-C,977,142,3,35,102,0,5
25,0759,PLEASANT-C,977,73,0,21,47,0,5
25,0759,PLEASANT-C,977,566,1,113,415,0,38
25,0759,PLEASANT-C,977,10,1,2,7,0,1
25,0760,PLEASANT-D,852,193,6,48,134,0,10
25,0760,PLEASANT-D,852,80,0,26,46,0,8
25,0760,PLEASANT-D,852,429,1,114,283,0,32
25,0760,PLEASANT-D,852,5,0,3,2,0,0
25,0761,PLEASANT-E,617,111,5,42,63,0,6
25,0761,PLEASANT-E,617,48,0,17,29,0,2
25,0761,PLEASANT-E,617,331,1,84,221,0,26
25,0761,PLEASANT-E,617,6,0,1,3,0,2
25,0762,PLEASANT-F,907,82,0,21,56,0,5
25,0762,PLEASANT-F,907,42,0,15,25,0,2
25,0762,PLEASANT-F,907,477,0,135,299,0,43
25,0762,PLEASANT-F,907,20,2,6,10,0,4
25,0763,PRAIRIE-A,826,100,0,44,50,0,6
25,0763,PRAIRIE-A,826,84,0,29,49,0,6
25,0763,PRAIRIE-A,826,494,1,175,275,0,44
25,0763,PRAIRIE-A,826,11,1,5,5,0,1
25,0764,PRAIRIE-B,1131,196,2,64,127,0,5
25,0764,PRAIRIE-B,1131,75,0,29,44,0,2
25,0764,PRAIRIE-B,1131,574,0,147,386,0,41
25,0764,PRAIRIE-B,1131,15,1,5,7,0,3
25,0765,PRAIRIE-C,767,126,3,39,81,0,6
25,0765,PRAIRIE-C,767,79,0,26,47,0,6
25,0765,PRAIRIE-C,767,368,0,120,208,0,40
25,0765,PRAIRIE-C,767,12,1,5,6,0,1
25,0766,PRAIRIE-D,828,127,4,57,65,0,5
25,0766,PRAIRIE-D,828,51,0,30,18,0,3
25,0766,PRAIRIE-D,828,372,0,113,222,0,37
25,0766,PRAIRIE-D,828,13,0,7,5,0,1
25,0767,PRAIRIE-E,978,140,1,49,87,0,4
25,0767,PRAIRIE-E,978,70,0,39,31,0,0
25,0767,PRAIRIE-E,978,490,3,147,296,0,47
25,0767,PRAIRIE-E,978,14,1,5,8,0,1
25,0768,PRAIRIE-F,1070,136,3,49,81,0,6
25,0768,PRAIRIE-F,1070,66,0,38,27,0,1
25,0768,PRAIRIE-F,1070,485,2,187,249,0,49
25,0768,PRAIRIE-F,1070,23,3,10,9,0,4
25,0769,PRAIRIE-G,773,102,3,40,58,0,4
25,0769,PRAIRIE-G,773,68,0,32,30,0,6
25,0769,PRAIRIE-G,773,377,1,151,198,0,28
25,0769,PRAIRIE-G,773,7,0,2,5,0,0
25,0770,PRAIRIE-H,783,133,4,64,57,0,12
25,0770,PRAIRIE-H,783,41,0,28,8,0,5
25,0770,PRAIRIE-H,783,204,0,88,95,0,21
25,0770,PRAIRIE-H,783,11,1,9,1,0,1
25,0771,PRAIRIE-I,1121,125,1,40,81,0,1
25,0771,PRAIRIE-I,1121,48,1,21,22,0,5
25,0771,PRAIRIE-I,1121,395,0,144,206,0,45
25,0771,PRAIRIE-I,1121,15,0,10,3,0,2
25,0772,PRAIRIE-J,571,42,3,14,23,0,5
25,0772,PRAIRIE-J,571,30,0,17,9,0,4
25,0772,PRAIRIE-J,571,207,0,61,119,0,27
25,0772,PRAIRIE-J,571,13,2,8,3,0,2
25,0773,PRAIRIE-K,473,82,1,34,47,0,1
25,0773,PRAIRIE-K,473,42,0,11,29,0,2
25,0773,PRAIRIE-K,473,243,0,64,160,0,19
25,0773,PRAIRIE-K,473,8,0,2,4,0,2
25,0774,PRAIRIE-L,672,72,1,30,41,0,1
25,0774,PRAIRIE-L,672,36,0,20,16,0,0
25,0774,PRAIRIE-L,672,391,0,104,248,0,39
25,0774,PRAIRIE-L,672,7,0,6,1,0,0
25,0775,PRAIRIE-M,727,117,3,57,53,0,7
25,0775,PRAIRIE-M,727,53,0,32,19,0,2
25,0775,PRAIRIE-M,727,425,1,151,233,0,41
25,0775,PRAIRIE-M,727,8,1,3,3,0,2
25,0776,REYNOLDSBURG 1-A,930,149,5,84,58,0,7
25,0776,REYNOLDSBURG 1-A,930,85,0,47,30,0,8
25,0776,REYNOLDSBURG 1-A,930,326,3,186,115,0,25
25,0776,REYNOLDSBURG 1-A,930,19,3,10,6,0,3
25,0777,REYNOLDSBURG 1-B,983,156,3,58,94,0,4
25,0777,REYNOLDSBURG 1-B,983,119,0,67,49,0,3
25,0777,REYNOLDSBURG 1-B,983,457,2,199,219,0,39
25,0777,REYNOLDSBURG 1-B,983,17,1,7,9,0,1
25,0778,REYNOLDSBURG 1-C,1172,122,3,58,61,0,3
25,0778,REYNOLDSBURG 1-C,1172,148,0,88,49,0,11
25,0778,REYNOLDSBURG 1-C,1172,439,1,247,163,0,28
25,0778,REYNOLDSBURG 1-C,1172,27,3,15,7,0,4
25,0779,REYNOLDSBURG 1-D,908,178,3,64,105,0,8
25,0779,REYNOLDSBURG 1-D,908,142,0,65,68,0,9
25,0779,REYNOLDSBURG 1-D,908,378,1,156,191,0,31
25,0779,REYNOLDSBURG 1-D,908,17,1,12,4,0,1
25,0780,REYNOLDSBURG 1-E,527,59,0,22,35,0,2
25,0780,REYNOLDSBURG 1-E,527,69,0,41,21,0,7
25,0780,REYNOLDSBURG 1-E,527,250,0,125,114,0,11
25,0780,REYNOLDSBURG 1-E,527,10,1,5,2,0,3
25,0781,REYNOLDSBURG 1-F,980,104,6,37,61,0,6
25,0781,REYNOLDSBURG 1-F,980,100,0,70,25,0,5
25,0781,REYNOLDSBURG 1-F,980,362,0,187,147,0,28
25,0781,REYNOLDSBURG 1-F,980,9,1,5,3,0,1
25,0782,REYNOLDSBURG 1-G,1236,166,4,70,91,0,5
25,0782,REYNOLDSBURG 1-G,1236,110,0,44,59,0,7
25,0782,REYNOLDSBURG 1-G,1236,574,2,242,282,0,50
25,0782,REYNOLDSBURG 1-G,1236,24,5,8,9,0,7
25,0783,REYNOLDSBURG 2-A,1199,202,8,82,107,0,13
25,0783,REYNOLDSBURG 2-A,1199,227,0,104,108,0,15
25,0783,REYNOLDSBURG 2-A,1199,468,0,226,214,0,28
25,0783,REYNOLDSBURG 2-A,1199,35,9,21,4,0,10
25,0784,REYNOLDSBURG 2-B,934,163,3,66,93,0,4
25,0784,REYNOLDSBURG 2-B,934,106,0,62,41,0,3
25,0784,REYNOLDSBURG 2-B,934,457,0,202,234,0,21
25,0784,REYNOLDSBURG 2-B,934,14,4,5,4,0,5
25,0785,REYNOLDSBURG 2-C,469,58,2,17,39,0,2
25,0785,REYNOLDSBURG 2-C,469,42,0,22,16,0,4
25,0785,REYNOLDSBURG 2-C,469,222,1,85,119,0,18
25,0785,REYNOLDSBURG 2-C,469,12,3,5,2,0,5
25,0786,REYNOLDSBURG 2-D,840,102,0,40,58,0,3
25,0786,REYNOLDSBURG 2-D,840,72,0,37,31,0,4
25,0786,REYNOLDSBURG 2-D,840,328,0,149,161,0,18
25,0786,REYNOLDSBURG 2-D,840,24,4,12,8,0,4
25,0787,REYNOLDSBURG 2-E,463,76,4,22,44,0,10
25,0787,REYNOLDSBURG 2-E,463,46,0,10,32,0,4
25,0787,REYNOLDSBURG 2-E,463,213,1,73,124,0,16
25,0787,REYNOLDSBURG 2-E,463,10,1,4,5,0,1
25,0788,REYNOLDSBURG 2-F,1227,203,6,110,82,0,11
25,0788,REYNOLDSBURG 2-F,1227,126,0,67,51,0,8
25,0788,REYNOLDSBURG 2-F,1227,516,1,210,266,0,40
25,0788,REYNOLDSBURG 2-F,1227,26,4,6,14,0,6
25,0789,REYNOLDSBURG 2-G,632,137,1,53,82,0,2
25,0789,REYNOLDSBURG 2-G,632,105,0,42,59,0,4
25,0789,REYNOLDSBURG 2-G,632,235,1,111,112,0,12
25,0789,REYNOLDSBURG 2-G,632,18,0,4,12,0,2
25,0790,REYNOLDSBURG 3-A,1115,220,6,109,103,0,8
25,0790,REYNOLDSBURG 3-A,1115,144,2,80,51,0,13
25,0790,REYNOLDSBURG 3-A,1115,442,1,179,234,0,29
25,0790,REYNOLDSBURG 3-A,1115,12,0,6,6,0,0
25,0791,REYNOLDSBURG 3-B,440,75,1,22,48,0,5
25,0791,REYNOLDSBURG 3-B,440,53,0,26,26,0,1
25,0791,REYNOLDSBURG 3-B,440,203,0,97,94,0,12
25,0791,REYNOLDSBURG 3-B,440,4,1,2,1,0,1
25,0792,REYNOLDSBURG 4-A,753,73,3,31,32,0,10
25,0792,REYNOLDSBURG 4-A,753,51,0,31,17,0,3
25,0792,REYNOLDSBURG 4-A,753,222,0,115,98,0,9
25,0792,REYNOLDSBURG 4-A,753,12,0,6,5,0,1
25,0793,REYNOLDSBURG 4-B,938,94,1,48,42,0,4
25,0793,REYNOLDSBURG 4-B,938,100,0,63,31,0,6
25,0793,REYNOLDSBURG 4-B,938,302,0,158,126,0,18
25,0793,REYNOLDSBURG 4-B,938,22,2,7,12,0,3
25,0794,REYNOLDSBURG 4-C,907,118,6,41,70,0,7
25,0794,REYNOLDSBURG 4-C,907,59,0,31,21,0,7
25,0794,REYNOLDSBURG 4-C,907,388,1,176,176,0,36
25,0794,REYNOLDSBURG 4-C,907,21,5,5,10,0,6
25,0795,REYNOLDSBURG 4-D,860,145,1,56,84,0,5
25,0795,REYNOLDSBURG 4-D,860,88,0,49,38,0,1
25,0795,REYNOLDSBURG 4-D,860,353,0,153,178,0,22
25,0795,REYNOLDSBURG 4-D,860,7,0,5,2,0,0
25,0796,REYNOLDSBURG 4-E,886,150,6,55,86,0,9
25,0796,REYNOLDSBURG 4-E,886,87,0,46,38,0,3
25,0796,REYNOLDSBURG 4-E,886,341,0,134,184,0,23
25,0796,REYNOLDSBURG 4-E,886,7,1,3,3,0,1
25,0797,REYNOLDSBURG 4-F,496,67,2,35,25,0,7
25,0797,REYNOLDSBURG 4-F,496,62,0,47,11,0,4
25,0797,REYNOLDSBURG 4-F,496,164,0,86,69,0,9
25,0797,REYNOLDSBURG 4-F,496,8,1,3,3,0,2
25,0798,REYNOLDSBURG 4-G,688,52,1,26,24,0,2
25,0798,REYNOLDSBURG 4-G,688,69,0,43,22,0,4
25,0798,REYNOLDSBURG 4-G,688,204,0,117,72,0,15
25,0798,REYNOLDSBURG 4-G,688,16,4,9,3,0,4
25,0799,RIVERLEA-A,489,100,3,63,34,0,3
25,0799,RIVERLEA-A,489,132,0,104,24,0,4
25,0799,RIVERLEA-A,489,205,0,134,61,0,10
25,0799,RIVERLEA-A,489,4,0,3,1,0,0
25,0800,SHARON-A,841,250,11,137,94,0,17
25,0800,SHARON-A,841,176,0,97,73,0,6
25,0800,SHARON-A,841,265,0,131,118,0,16
25,0800,SHARON-A,841,7,0,4,2,0,1
25,0801,SHARON-B,793,119,3,58,56,0,5
25,0801,SHARON-B,793,205,0,141,62,0,2
25,0801,SHARON-B,793,320,0,186,123,0,11
25,0801,SHARON-B,793,6,0,5,1,0,0
25,0802,TRURO-A,110,22,0,9,12,0,1
25,0802,TRURO-A,110,13,0,3,9,0,1
25,0802,TRURO-A,110,50,0,21,28,0,1
25,0802,TRURO-A,110,2,1,0,1,0,1
25,0803,TRURO-B,832,86,3,35,44,0,7
25,0803,TRURO-B,832,77,0,43,30,0,4
25,0803,TRURO-B,832,306,0,141,139,0,26
25,0803,TRURO-B,832,25,1,13,8,0,4
25,0804,UPPER ARLINGTON 1-A,875,148,7,87,52,0,9
25,0804,UPPER ARLINGTON 1-A,875,137,0,99,33,0,5
25,0804,UPPER ARLINGTON 1-A,875,468,0,294,143,0,31
25,0804,UPPER ARLINGTON 1-A,875,8,0,3,4,0,1
25,0805,UPPER ARLINGTON 1-B,845,118,7,78,29,0,11
25,0805,UPPER ARLINGTON 1-B,845,114,0,79,33,0,2
25,0805,UPPER ARLINGTON 1-B,845,464,2,305,126,0,33
25,0805,UPPER ARLINGTON 1-B,845,4,0,2,2,0,0
25,0806,UPPER ARLINGTON 1-C,758,266,10,181,68,0,17
25,0806,UPPER ARLINGTON 1-C,758,83,0,58,20,0,5
25,0806,UPPER ARLINGTON 1-C,758,263,3,151,91,0,21
25,0806,UPPER ARLINGTON 1-C,758,11,1,6,3,0,2
25,0807,UPPER ARLINGTON 1-D,674,101,4,56,40,0,5
25,0807,UPPER ARLINGTON 1-D,674,102,0,68,31,0,3
25,0807,UPPER ARLINGTON 1-D,674,361,0,213,125,0,23
25,0807,UPPER ARLINGTON 1-D,674,8,1,5,1,0,2
25,0808,UPPER ARLINGTON 1-E,912,178,13,114,47,0,16
25,0808,UPPER ARLINGTON 1-E,912,124,0,92,28,0,4
25,0808,UPPER ARLINGTON 1-E,912,503,0,304,162,0,37
25,0808,UPPER ARLINGTON 1-E,912,9,0,7,2,0,0
25,0809,UPPER ARLINGTON 1-F,761,164,10,100,51,0,13
25,0809,UPPER ARLINGTON 1-F,761,119,0,77,41,0,1
25,0809,UPPER ARLINGTON 1-F,761,363,1,202,138,0,23
25,0809,UPPER ARLINGTON 1-F,761,7,0,4,3,0,0
25,0810,UPPER ARLINGTON 2-A,945,210,9,117,81,0,12
25,0810,UPPER ARLINGTON 2-A,945,147,0,102,38,0,7
25,0810,UPPER ARLINGTON 2-A,945,414,0,226,162,0,26
25,0810,UPPER ARLINGTON 2-A,945,21,3,10,7,0,4
25,0811,UPPER ARLINGTON 2-B,852,161,11,86,61,0,13
25,0811,UPPER ARLINGTON 2-B,852,132,1,71,53,0,8
25,0811,UPPER ARLINGTON 2-B,852,375,0,202,142,0,31
25,0811,UPPER ARLINGTON 2-B,852,33,4,11,18,0,4
25,0812,UPPER ARLINGTON 2-C,805,153,8,90,52,0,11
25,0812,UPPER ARLINGTON 2-C,805,114,0,63,43,0,8
25,0812,UPPER ARLINGTON 2-C,805,372,1,222,129,0,21
25,0812,UPPER ARLINGTON 2-C,805,5,1,0,4,0,1
25,0813,UPPER ARLINGTON 2-D,662,134,5,78,45,0,11
25,0813,UPPER ARLINGTON 2-D,662,104,0,59,42,0,3
25,0813,UPPER ARLINGTON 2-D,662,318,0,169,138,0,11
25,0813,UPPER ARLINGTON 2-D,662,9,0,4,5,0,0
25,0814,UPPER ARLINGTON 2-E,812,123,5,76,39,0,8
25,0814,UPPER ARLINGTON 2-E,812,119,0,85,28,0,6
25,0814,UPPER ARLINGTON 2-E,812,412,0,253,134,0,25
25,0814,UPPER ARLINGTON 2-E,812,11,1,7,3,0,1
25,0815,UPPER ARLINGTON 2-F,933,141,9,80,53,0,8
25,0815,UPPER ARLINGTON 2-F,933,128,0,86,35,0,7
25,0815,UPPER ARLINGTON 2-F,933,513,1,287,195,0,31
25,0815,UPPER ARLINGTON 2-F,933,6,2,3,1,0,2
25,0816,UPPER ARLINGTON 3-A,819,138,5,79,52,0,7
25,0816,UPPER ARLINGTON 3-A,819,124,0,71,49,0,4
25,0816,UPPER ARLINGTON 3-A,819,446,0,258,150,0,38
25,0816,UPPER ARLINGTON 3-A,819,5,0,4,1,0,0
25,0817,UPPER ARLINGTON 3-B,1528,332,13,213,98,0,20
25,0817,UPPER ARLINGTON 3-B,1528,242,0,144,76,0,22
25,0817,UPPER ARLINGTON 3-B,1528,668,0,394,240,0,34
25,0817,UPPER ARLINGTON 3-B,1528,21,1,14,5,0,2
25,0818,UPPER ARLINGTON 3-C,1233,212,7,146,55,0,10
25,0818,UPPER ARLINGTON 3-C,1233,188,0,135,44,0,9
25,0818,UPPER ARLINGTON 3-C,1233,602,1,367,187,0,48
25,0818,UPPER ARLINGTON 3-C,1233,25,4,12,6,0,7
25,0819,UPPER ARLINGTON 3-D,922,166,8,100,55,0,11
25,0819,UPPER ARLINGTON 3-D,922,114,0,70,39,0,5
25,0819,UPPER ARLINGTON 3-D,922,497,3,300,169,0,28
25,0819,UPPER ARLINGTON 3-D,922,10,2,5,3,0,2
25,0820,UPPER ARLINGTON 4-A,950,206,2,98,100,0,6
25,0820,UPPER ARLINGTON 4-A,950,193,0,112,74,0,7
25,0820,UPPER ARLINGTON 4-A,950,405,0,211,160,0,34
25,0820,UPPER ARLINGTON 4-A,950,7,0,3,4,0,0
25,0821,UPPER ARLINGTON 4-B,1111,225,12,120,87,0,17
25,0821,UPPER ARLINGTON 4-B,1111,191,0,123,61,0,7
25,0821,UPPER ARLINGTON 4-B,1111,501,0,302,163,0,36
25,0821,UPPER ARLINGTON 4-B,1111,9,0,8,1,0,0
25,0822,UPPER ARLINGTON 4-C,968,166,8,99,57,0,10
25,0822,UPPER ARLINGTON 4-C,968,156,0,106,44,0,6
25,0822,UPPER ARLINGTON 4-C,968,491,0,314,154,0,23
25,0822,UPPER ARLINGTON 4-C,968,6,0,1,4,0,1
25,0823,UPPER ARLINGTON 4-D,777,144,6,84,51,0,8
25,0823,UPPER ARLINGTON 4-D,777,150,0,84,61,0,5
25,0823,UPPER ARLINGTON 4-D,777,357,0,199,139,0,19
25,0823,UPPER ARLINGTON 4-D,777,7,1,2,4,0,1
25,0824,UPPER ARLINGTON 4-E,914,152,6,81,63,0,7
25,0824,UPPER ARLINGTON 4-E,914,147,0,92,47,0,8
25,0824,UPPER ARLINGTON 4-E,914,447,0,242,177,0,28
25,0824,UPPER ARLINGTON 4-E,914,6,0,6,0,0,0
25,0825,UPPER ARLINGTON 5-A,942,197,6,115,75,0,7
25,0825,UPPER ARLINGTON 5-A,942,150,0,103,45,0,2
25,0825,UPPER ARLINGTON 5-A,942,441,0,261,154,0,26
25,0825,UPPER ARLINGTON 5-A,942,7,0,5,2,0,0
25,0826,UPPER ARLINGTON 5-B,986,213,9,108,92,0,13
25,0826,UPPER ARLINGTON 5-B,986,181,0,104,70,0,7
25,0826,UPPER ARLINGTON 5-B,986,417,0,203,192,0,22
25,0826,UPPER ARLINGTON 5-B,986,9,0,6,3,0,0
25,0827,UPPER ARLINGTON 5-C,901,199,8,103,83,0,12
25,0827,UPPER ARLINGTON 5-C,901,174,0,105,64,0,5
25,0827,UPPER ARLINGTON 5-C,901,385,1,237,126,0,22
25,0827,UPPER ARLINGTON 5-C,901,9,0,7,1,0,1
25,0828,UPPER ARLINGTON 5-D,722,156,6,91,55,0,9
25,0828,UPPER ARLINGTON 5-D,722,108,0,76,30,0,2
25,0828,UPPER ARLINGTON 5-D,722,328,4,194,111,0,23
25,0828,UPPER ARLINGTON 5-D,722,8,1,5,2,0,1
25,0829,UPPER ARLINGTON 5-E,1340,255,12,127,112,0,16
25,0829,UPPER ARLINGTON 5-E,1340,216,1,147,59,0,10
25,0829,UPPER ARLINGTON 5-E,1340,644,5,359,251,0,34
25,0829,UPPER ARLINGTON 5-E,1340,9,0,2,5,0,2
25,0830,UPPER ARLINGTON 6-A,1032,217,12,117,88,0,12
25,0830,UPPER ARLINGTON 6-A,1032,162,0,91,64,0,7
25,0830,UPPER ARLINGTON 6-A,1032,417,0,205,190,0,22
25,0830,UPPER ARLINGTON 6-A,1032,10,1,3,6,0,1
25,0831,UPPER ARLINGTON 6-B,1011,182,11,94,71,0,15
25,0831,UPPER ARLINGTON 6-B,1011,132,0,97,34,0,1
25,0831,UPPER ARLINGTON 6-B,1011,451,0,252,171,0,28
25,0831,UPPER ARLINGTON 6-B,1011,16,0,11,5,0,0
25,0832,UPPER ARLINGTON 6-C,589,130,8,60,61,0,9
25,0832,UPPER ARLINGTON 6-C,589,102,0,60,38,0,4
25,0832,UPPER ARLINGTON 6-C,589,272,1,154,105,0,13
25,0832,UPPER ARLINGTON 6-C,589,8,0,5,2,0,1
25,0833,UPPER ARLINGTON 6-D,1502,350,14,189,141,0,19
25,0833,UPPER ARLINGTON 6-D,1502,272,0,158,98,0,16
25,0833,UPPER ARLINGTON 6-D,1502,633,1,343,250,0,40
25,0833,UPPER ARLINGTON 6-D,1502,11,1,7,2,0,2
25,0834,UPPER ARLINGTON 6-E,959,228,10,121,91,0,16
25,0834,UPPER ARLINGTON 6-E,959,162,0,84,65,0,13
25,0834,UPPER ARLINGTON 6-E,959,407,0,201,171,0,35
25,0834,UPPER ARLINGTON 6-E,959,10,3,3,4,0,3
25,0835,URBANCREST-A,586,32,1,18,13,0,1
25,0835,URBANCREST-A,586,16,0,8,6,0,2
25,0835,URBANCREST-A,586,226,0,114,72,0,40
25,0835,URBANCREST-A,586,13,1,10,1,0,2
25,0836,VALLEYVIEW-A,470,63,1,14,48,0,1
25,0836,VALLEYVIEW-A,470,59,0,31,25,0,3
25,0836,VALLEYVIEW-A,470,192,0,69,105,0,18
25,0836,VALLEYVIEW-A,470,7,1,4,2,0,1
25,0837,WASHINGTON-A,617,104,2,48,53,0,3
25,0837,WASHINGTON-A,617,49,0,18,28,0,3
25,0837,WASHINGTON-A,617,298,0,90,193,0,15
25,0837,WASHINGTON-A,617,4,0,2,2,0,0
25,0838,WESTERVILLE 1-A,822,132,3,61,64,0,7
25,0838,WESTERVILLE 1-A,822,145,0,85,56,0,4
25,0838,WESTERVILLE 1-A,822,337,1,183,139,0,15
25,0838,WESTERVILLE 1-A,822,8,1,5,2,0,1
25,0839,WESTERVILLE 1-B,970,167,1,78,83,0,6
25,0839,WESTERVILLE 1-B,970,154,0,79,69,0,6
25,0839,WESTERVILLE 1-B,970,520,2,238,250,0,32
25,0839,WESTERVILLE 1-B,970,7,0,3,3,0,1
25,0840,WESTERVILLE 1-C,815,136,3,77,53,0,6
25,0840,WESTERVILLE 1-C,815,94,0,55,38,0,1
25,0840,WESTERVILLE 1-C,815,438,1,144,266,0,28
25,0840,WESTERVILLE 1-C,815,5,0,0,5,0,0
25,0841,WESTERVILLE 1-D,647,100,2,49,45,0,6
25,0841,WESTERVILLE 1-D,647,70,0,45,20,0,5
25,0841,WESTERVILLE 1-D,647,345,2,171,152,0,22
25,0841,WESTERVILLE 1-D,647,1,0,1,0,0,0
25,0842,WESTERVILLE 1-E,924,160,2,64,91,0,5
25,0842,WESTERVILLE 1-E,924,127,0,60,67,0,0
25,0842,WESTERVILLE 1-E,924,472,1,208,235,0,29
25,0842,WESTERVILLE 1-E,924,8,0,1,4,0,3
25,0843,WESTERVILLE 2-A,931,184,0,79,99,0,6
25,0843,WESTERVILLE 2-A,931,143,0,64,75,0,4
25,0843,WESTERVILLE 2-A,931,491,3,221,238,0,32
25,0843,WESTERVILLE 2-A,931,4,0,2,2,0,0
25,0844,WESTERVILLE 2-B,1220,263,6,111,143,0,9
25,0844,WESTERVILLE 2-B,1220,204,0,101,95,0,8
25,0844,WESTERVILLE 2-B,1220,579,0,255,291,0,33
25,0844,WESTERVILLE 2-B,1220,8,0,5,3,0,0
25,0845,WESTERVILLE 2-C,562,111,0,46,63,0,2
25,0845,WESTERVILLE 2-C,562,85,0,42,41,0,2
25,0845,WESTERVILLE 2-C,562,289,0,114,163,0,12
25,0845,WESTERVILLE 2-C,562,1,0,0,1,0,0
25,0846,WESTERVILLE 2-D,619,141,2,63,76,0,2
25,0846,WESTERVILLE 2-D,619,115,0,62,51,0,2
25,0846,WESTERVILLE 2-D,619,284,0,126,142,0,16
25,0846,WESTERVILLE 2-D,619,10,1,5,4,0,1
25,0847,WESTERVILLE 2-E,849,185,3,77,102,0,6
25,0847,WESTERVILLE 2-E,849,180,0,94,76,0,10
25,0847,WESTERVILLE 2-E,849,378,0,155,203,0,20
